timestamp,region,scenario,download_mbps,upload_mbps,ping_ms,lat,lon
2026-09-03 07:41:27.252436,台北,peak_congestion,114.71,47.14,22.91,25.035303,121.523238
2026-09-03 08:41:27.252436,台北,peak_congestion,138.97,39.54,9.86,25.012065,121.544744
2026-09-03 09:41:27.252436,台北,peak_congestion,147.93,35.12,19.46,25.01814,121.571592
2026-09-03 10:41:27.252436,台北,peak_congestion,155.55,45.74,14.69,24.995987,121.560919
2026-09-03 11:41:27.252436,台北,peak_congestion,157.8,41.0,15.75,25.010797,121.559066
2026-09-03 12:41:27.252436,台北,peak_congestion,159.28,48.75,11.79,25.02405,121.56142
2026-09-03 13:41:27.252436,台北,peak_congestion,138.72,39.28,14.66,25.05309,121.570485
2026-09-03 14:41:27.252436,台北,peak_congestion,136.68,29.43,21.2,25.076019,121.540187
2026-09-03 15:41:27.252436,台北,peak_congestion,160.44,28.42,18.33,24.998445,121.583071
2026-09-03 16:41:27.252436,台北,peak_congestion,141.56,49.56,22.93,25.042821,121.581967
2026-09-03 17:41:27.252436,台北,peak_congestion,122.04,50.07,20.71,25.006986,121.575026
2026-09-03 18:41:27.252436,台北,peak_congestion,124.6,36.74,17.76,25.044867,121.579313
2026-09-03 19:41:27.252436,台北,peak_congestion,74.5,25.43,40.98,25.029723,121.57281
2026-09-03 20:41:27.252436,台北,peak_congestion,89.29,34.73,35.76,24.987227,121.616277
2026-09-03 21:41:27.252436,台北,peak_congestion,85.59,21.78,37.31,25.056207,121.563223
2026-09-03 22:41:27.252436,台北,peak_congestion,91.31,22.85,32.81,25.017875,121.557723
2026-09-03 23:41:27.252436,台北,peak_congestion,79.64,30.6,34.27,25.019652,121.546562
2026-09-04 00:41:27.252436,台北,peak_congestion,147.85,35.24,13.21,25.006256,121.539593
2026-09-04 01:41:27.252436,台北,peak_congestion,156.26,37.96,19.96,25.016643,121.534288
2026-09-04 02:41:27.252436,台北,peak_congestion,139.43,36.86,11.29,25.043697,121.54318
2026-09-04 03:41:27.252436,台北,peak_congestion,153.22,40.36,19.13,25.028269,121.563633
2026-09-04 04:41:27.252436,台北,peak_congestion,133.09,47.85,15.24,25.041217,121.573757
2026-09-04 05:41:27.252436,台北,peak_congestion,138.47,38.63,20.68,25.042048,121.566679
2026-09-04 06:41:27.252436,台北,peak_congestion,138.13,42.51,19.0,25.066017,121.546262
2026-09-04 07:41:27.252436,台北,peak_congestion,123.47,23.65,23.28,25.02443,121.587905
2026-09-04 08:41:27.252436,台北,peak_congestion,153.77,37.66,18.92,24.996079,121.583885
2026-09-04 09:41:27.252436,台北,peak_congestion,136.55,32.1,9.71,25.059681,121.561409
2026-09-04 10:41:27.252436,台北,peak_congestion,145.22,29.47,15.73,25.024713,121.549077
2026-09-04 11:41:27.252436,台北,peak_congestion,153.65,31.85,11.31,25.060865,121.579111
2026-09-04 12:41:27.252436,台北,peak_congestion,153.04,35.66,13.93,25.042584,121.570099
2026-09-04 13:41:27.252436,台北,peak_congestion,156.98,44.41,22.04,25.029722,121.529197
2026-09-04 14:41:27.252436,台北,peak_congestion,143.23,28.72,18.55,25.041719,121.5637
2026-09-04 15:41:27.252436,台北,peak_congestion,137.38,38.21,13.2,25.081775,121.571951
2026-09-04 16:41:27.252436,台北,peak_congestion,143.57,34.61,11.95,25.084925,121.542908
2026-09-04 17:41:27.252436,台北,peak_congestion,114.63,35.71,16.13,25.034735,121.570146
2026-09-04 18:41:27.252436,台北,peak_congestion,118.95,45.02,11.13,25.037005,121.529029
2026-09-04 19:41:27.252436,台北,peak_congestion,70.29,30.07,31.32,25.059906,121.598805
2026-09-04 20:41:27.252436,台北,peak_congestion,73.69,34.1,35.25,25.011858,121.596599
2026-09-04 21:41:27.252436,台北,peak_congestion,88.27,26.58,38.62,25.041327,121.559087
2026-09-04 22:41:27.252436,台北,peak_congestion,74.65,23.85,36.44,25.032353,121.574486
2026-09-04 23:41:27.252436,台北,peak_congestion,80.15,26.23,24.83,25.040848,121.505152
2026-09-05 00:41:27.252436,台北,peak_congestion,168.39,39.7,17.22,25.012166,121.536491
2026-09-05 01:41:27.252436,台北,peak_congestion,138.59,39.24,16.29,24.993261,121.558056
2026-09-05 02:41:27.252436,台北,peak_congestion,158.28,30.41,17.66,24.981175,121.538597
2026-09-05 03:41:27.252436,台北,peak_congestion,128.19,38.63,22.46,25.005065,121.58326
2026-09-05 04:41:27.252436,台北,peak_congestion,141.3,39.6,7.75,25.021533,121.615332
2026-09-05 05:41:27.252436,台北,peak_congestion,127.9,55.62,13.64,25.02567,121.535985
2026-09-05 06:41:27.252436,台北,peak_congestion,138.9,51.14,18.36,25.081431,121.544463
2026-09-05 07:41:27.252436,台北,peak_congestion,160.13,32.03,9.67,25.06065,121.571286
2026-09-05 08:41:27.252436,台北,peak_congestion,113.91,35.99,21.9,25.008948,121.605678
2026-09-05 09:41:27.252436,台北,peak_congestion,152.82,27.76,17.47,25.041693,121.534841
2026-09-05 10:41:27.252436,台北,peak_congestion,149.28,33.87,19.39,25.022823,121.571626
2026-09-05 11:41:27.252436,台北,peak_congestion,134.31,40.21,13.72,25.025891,121.610932
2026-09-05 12:41:27.252436,台北,peak_congestion,118.97,46.44,19.26,25.037633,121.524106
2026-09-05 13:41:27.252436,台北,peak_congestion,146.3,32.9,20.27,25.048479,121.533373
2026-09-05 14:41:27.252436,台北,peak_congestion,135.47,33.42,16.93,25.024519,121.55481
2026-09-05 15:41:27.252436,台北,peak_congestion,149.19,22.97,16.94,25.059596,121.552385
2026-09-05 16:41:27.252436,台北,peak_congestion,145.39,36.86,17.08,25.004452,121.585715
2026-09-05 17:41:27.252436,台北,peak_congestion,173.83,30.56,12.55,25.033158,121.571441
2026-09-05 18:41:27.252436,台北,peak_congestion,140.69,34.29,15.41,25.097942,121.521026
