timestamp,cell_id,site_lat,site_lon,sample_lat,sample_lon,distance_m,rsrp_dbm,rsrq_db,sinr_db,load_pct,num_users,flag_poor_signal,flag_high_load,flag_problem,throughput_mbps
2026-09-01 00:00:00,CELL_001,25.01105827737519,121.54828870288245,25.009458938859893,121.55586026604148,783.4,-102.9,-3.7,3.0,8.7,13,False,False,False,47.5
2026-09-01 00:00:00,CELL_001,25.01105827737519,121.54828870288245,25.01561952650688,121.5472044772606,518.8,-82.5,-7.6,5.2,32.5,23,False,False,False,63.2
2026-09-01 00:00:00,CELL_001,25.01105827737519,121.54828870288245,25.011803227507933,121.54896133565435,107.0,-73.7,-11.7,12.2,26.2,49,False,False,False,124.1
2026-09-01 00:00:00,CELL_001,25.01105827737519,121.54828870288245,25.006284637501142,121.55151343677754,622.4,-100.2,-7.1,-1.0,13.7,24,True,False,True,25.3
2026-09-01 00:05:00,CELL_001,25.01105827737519,121.54828870288245,25.010970481757557,121.54442094934367,389.9,-70.9,-10.6,12.6,10.1,7,False,False,False,127.9
2026-09-01 00:05:00,CELL_001,25.01105827737519,121.54828870288245,25.013541503831277,121.5517700922372,446.4,-84.2,-7.4,8.6,9.0,15,False,False,False,91.3
2026-09-01 00:05:00,CELL_001,25.01105827737519,121.54828870288245,25.012043527388236,121.54868317323252,116.5,-69.0,-8.4,17.4,18.8,32,False,False,False,174.2
2026-09-01 00:05:00,CELL_001,25.01105827737519,121.54828870288245,25.01467826740201,121.5442943743172,569.2,-97.1,-5.1,10.8,25.0,24,False,False,False,111.1
2026-09-01 00:05:00,CELL_001,25.01105827737519,121.54828870288245,25.01548735190031,121.5498514253425,517.1,-96.3,-4.7,6.2,8.5,14,False,False,False,71.1
2026-09-01 00:05:00,CELL_001,25.01105827737519,121.54828870288245,25.017849371370428,121.54732146936507,761.4,-100.2,-4.4,2.6,9.7,17,True,False,True,44.9
2026-09-01 00:05:00,CELL_001,25.01105827737519,121.54828870288245,25.00580245724746,121.54776903095494,586.8,-90.2,-6.3,7.5,14.3,8,False,False,False,81.8
2026-09-01 00:05:00,CELL_001,25.01105827737519,121.54828870288245,25.006740043927127,121.55103093566056,554.0,-85.7,-5.3,7.5,18.3,12,False,False,False,81.8
2026-09-01 00:05:00,CELL_001,25.01105827737519,121.54828870288245,25.0093257297343,121.55459094137176,663.6,-86.8,-3.9,11.7,23.7,46,False,False,False,119.4
2026-09-01 00:05:00,CELL_001,25.01105827737519,121.54828870288245,25.013009526565337,121.54223559793688,647.4,-97.0,-6.0,7.5,12.1,21,False,False,False,81.8
2026-09-01 00:05:00,CELL_001,25.01105827737519,121.54828870288245,25.014908498800317,121.54319997654882,668.0,-93.1,-4.4,11.4,8.0,10,False,False,False,116.6
2026-09-01 00:05:00,CELL_001,25.01105827737519,121.54828870288245,25.013641214430656,121.54753547872488,297.1,-83.6,-6.0,7.1,38.1,72,False,False,False,78.5
2026-09-01 00:05:00,CELL_001,25.01105827737519,121.54828870288245,25.00799606220901,121.54614200946205,403.4,-91.6,-4.0,8.3,21.3,32,False,False,False,88.7
2026-09-01 00:05:00,CELL_001,25.01105827737519,121.54828870288245,25.012976413877368,121.54166766802176,700.4,-91.0,-6.7,8.4,9.1,11,False,False,False,89.6
2026-09-01 00:05:00,CELL_001,25.01105827737519,121.54828870288245,25.009890482360383,121.54631715082844,237.3,-76.2,-6.8,15.0,36.4,62,False,False,False,150.8
2026-09-01 00:05:00,CELL_001,25.01105827737519,121.54828870288245,25.00859353618605,121.55140544959968,416.8,-89.9,-5.4,10.0,20.3,33,False,False,False,103.8
2026-09-01 00:05:00,CELL_001,25.01105827737519,121.54828870288245,25.010490276077963,121.54340483717448,496.2,-97.5,-4.6,6.9,18.2,26,False,False,False,76.8
2026-09-01 00:05:00,CELL_001,25.01105827737519,121.54828870288245,25.01687942673093,121.54625475752984,679.0,-88.1,-6.6,1.6,25.6,50,True,False,True,38.7
2026-09-01 00:05:00,CELL_001,25.01105827737519,121.54828870288245,25.01701024765011,121.5487974127517,663.8,-91.1,-7.7,1.8,20.5,10,True,False,True,39.9
2026-09-01 00:05:00,CELL_001,25.01105827737519,121.54828870288245,25.01240765105479,121.54081378792354,768.0,-111.1,-3.0,-1.8,34.3,32,True,False,True,22.0
2026-09-01 00:05:00,CELL_001,25.01105827737519,121.54828870288245,25.013409375793024,121.5482741089462,261.4,-85.3,-5.6,9.3,6.0,5,False,False,False,97.5
2026-09-01 00:05:00,CELL_001,25.01105827737519,121.54828870288245,25.01151453868552,121.54532346210328,303.1,-79.7,-6.8,9.8,5.2,4,False,False,False,102.0
2026-09-01 00:05:00,CELL_001,25.01105827737519,121.54828870288245,25.00976979732485,121.54717253713444,182.1,-86.9,-10.0,6.1,33.0,64,False,False,False,70.3
2026-09-01 00:05:00,CELL_001,25.01105827737519,121.54828870288245,25.009030309593065,121.54166842621868,704.2,-88.8,-4.1,7.7,34.8,65,False,False,False,83.5
2026-09-01 00:05:00,CELL_001,25.01105827737519,121.54828870288245,25.01078433427712,121.545170073646,315.7,-90.5,-4.7,12.0,26.4,33,False,False,False,122.2
2026-09-01 00:05:00,CELL_001,25.01105827737519,121.54828870288245,25.01651718437934,121.54993054436186,629.1,-99.4,-3.2,1.9,11.4,6,True,False,True,40.5
2026-09-01 00:05:00,CELL_001,25.01105827737519,121.54828870288245,25.00416389172507,121.55031556481843,793.4,-96.3,-4.6,5.9,38.1,49,False,False,False,68.7
2026-09-01 00:05:00,CELL_001,25.01105827737519,121.54828870288245,25.009357697889083,121.54254081913456,609.3,-94.2,-4.8,5.1,19.1,18,False,False,False,62.5
2026-09-01 00:05:00,CELL_001,25.01105827737519,121.54828870288245,25.014692717505884,121.55201789891096,551.8,-92.2,-4.1,3.7,26.4,29,False,False,False,52.3
2026-09-01 00:05:00,CELL_001,25.01105827737519,121.54828870288245,25.00717228538754,121.55105623259205,514.3,-105.6,-5.3,0.2,19.6,28,True,False,True,31.0
2026-09-01 00:10:00,CELL_001,25.01105827737519,121.54828870288245,25.011816348523272,121.55370064830116,551.8,-98.0,-5.4,3.3,27.8,39,False,False,False,49.5
2026-09-01 00:10:00,CELL_001,25.01105827737519,121.54828870288245,25.00496527137439,121.5461439995707,711.1,-103.7,-3.0,2.9,30.8,29,True,False,True,46.8
2026-09-01 00:10:00,CELL_001,25.01105827737519,121.54828870288245,25.01702604924764,121.54472516070528,754.5,-98.4,-5.9,5.4,34.3,36,False,False,False,64.8
2026-09-01 00:10:00,CELL_001,25.01105827737519,121.54828870288245,25.01326427262378,121.54947288751411,272.8,-75.0,-8.7,13.6,11.1,13,False,False,False,137.4
2026-09-01 00:10:00,CELL_001,25.01105827737519,121.54828870288245,25.01087294546296,121.54383764197983,449.0,-95.8,-7.4,9.1,10.4,8,False,False,False,95.7
2026-09-01 00:10:00,CELL_001,25.01105827737519,121.54828870288245,25.009410415188025,121.55035335623587,277.2,-80.9,-6.7,8.5,29.1,40,False,False,False,90.4
2026-09-01 00:10:00,CELL_001,25.01105827737519,121.54828870288245,25.006446940735103,121.55261583760408,673.1,-95.6,-4.0,6.1,10.7,16,False,False,False,70.3
2026-09-01 00:10:00,CELL_001,25.01105827737519,121.54828870288245,25.017633887072524,121.5477924940632,732.9,-104.9,-3.0,1.2,20.7,15,True,False,True,36.4
2026-09-01 00:10:00,CELL_001,25.01105827737519,121.54828870288245,25.015014759673903,121.55069063106616,502.1,-90.2,-3.6,5.8,11.3,9,False,False,False,67.9
2026-09-01 00:10:00,CELL_001,25.01105827737519,121.54828870288245,25.011222041536957,121.54995945134476,169.3,-72.3,-6.9,6.0,7.9,14,False,False,False,69.5
2026-09-01 00:10:00,CELL_001,25.01105827737519,121.54828870288245,25.013031808582543,121.54502229898192,395.6,-86.8,-6.9,7.7,7.0,11,False,False,False,83.5
2026-09-01 00:10:00,CELL_001,25.01105827737519,121.54828870288245,25.008265158119112,121.55325111373068,588.7,-90.5,-5.5,12.9,22.7,23,False,False,False,130.7
2026-09-01 00:10:00,CELL_001,25.01105827737519,121.54828870288245,25.00518914650687,121.54434094686307,764.3,-106.6,-4.8,1.0,37.1,53,True,False,True,35.3
2026-09-01 00:10:00,CELL_001,25.01105827737519,121.54828870288245,25.00944971206295,121.55113064216344,337.6,-81.4,-8.3,11.7,15.8,22,False,False,False,119.4
2026-09-01 00:10:00,CELL_001,25.01105827737519,121.54828870288245,25.01662797992096,121.54857136214336,620.0,-95.0,-5.0,0.9,26.7,48,True,False,True,34.7
2026-09-01 00:10:00,CELL_001,25.01105827737519,121.54828870288245,25.016222375097364,121.54432787697368,699.3,-113.3,-3.0,-4.4,9.0,10,True,False,True,13.4
2026-09-01 00:10:00,CELL_001,25.01105827737519,121.54828870288245,25.00532214070791,121.55079072721628,685.9,-100.8,-3.0,-0.5,15.1,26,True,False,True,27.6
2026-09-01 00:10:00,CELL_001,25.01105827737519,121.54828870288245,25.007501735821894,121.55394858753696,694.0,-108.9,-3.8,-1.2,39.5,63,True,False,True,24.4
2026-09-01 00:10:00,CELL_001,25.01105827737519,121.54828870288245,25.01592556575903,121.54753865598109,546.5,-90.9,-4.0,4.8,33.1,29,False,False,False,60.2
2026-09-01 00:10:00,CELL_001,25.01105827737519,121.54828870288245,25.01741938303172,121.54994922744623,726.8,-106.2,-5.1,2.0,30.0,56,True,False,True,41.1
2026-09-01 00:10:00,CELL_001,25.01105827737519,121.54828870288245,25.01526432745884,121.54305454808052,704.9,-103.0,-3.7,0.6,26.8,22,True,False,True,33.1
2026-09-01 00:10:00,CELL_001,25.01105827737519,121.54828870288245,25.01057683755241,121.54823973226203,53.8,-60.3,-11.2,16.1,28.5,50,False,False,False,161.5
2026-09-01 00:10:00,CELL_001,25.01105827737519,121.54828870288245,25.0131728310886,121.5451923627082,390.7,-72.9,-9.2,7.2,18.9,12,False,False,False,79.3
2026-09-01 00:10:00,CELL_001,25.01105827737519,121.54828870288245,25.01365151591164,121.55520868555703,754.6,-93.2,-7.8,8.0,40.0,36,False,False,False,86.1
2026-09-01 00:10:00,CELL_001,25.01105827737519,121.54828870288245,25.007772983045765,121.55065566111688,436.3,-89.0,-8.7,7.8,37.0,30,False,False,False,84.4
2026-09-01 00:10:00,CELL_001,25.01105827737519,121.54828870288245,25.0093064629594,121.55047087737988,293.8,-88.8,-5.7,4.8,27.2,33,False,False,False,60.2
2026-09-01 00:10:00,CELL_001,25.01105827737519,121.54828870288245,25.00735295199526,121.550523752703,469.6,-100.7,-5.7,2.2,36.4,38,True,False,True,42.3
2026-09-01 00:10:00,CELL_001,25.01105827737519,121.54828870288245,25.014516227248254,121.54583557292598,457.1,-98.4,-3.6,4.9,15.5,13,False,False,False,61.0
2026-09-01 00:10:00,CELL_001,25.01105827737519,121.54828870288245,25.009500660980613,121.55179762553404,393.7,-81.0,-6.7,11.3,32.4,47,False,False,False,115.7
2026-09-01 00:10:00,CELL_001,25.01105827737519,121.54828870288245,25.016029316075063,121.54810602607908,553.1,-97.0,-5.7,6.9,8.6,9,False,False,False,76.8
2026-09-01 00:15:00,CELL_001,25.01105827737519,121.54828870288245,25.0166542767631,121.54650937514327,647.6,-94.0,-4.0,-1.2,8.6,8,True,False,True,24.4
2026-09-01 00:15:00,CELL_001,25.01105827737519,121.54828870288245,25.01433463056505,121.5498675445527,397.5,-93.9,-3.7,4.9,8.9,4,False,False,False,61.0
2026-09-01 00:15:00,CELL_001,25.01105827737519,121.54828870288245,25.01520803285299,121.55011933197304,496.9,-99.0,-3.8,3.2,19.6,14,False,False,False,48.8
2026-09-01 00:15:00,CELL_001,25.01105827737519,121.54828870288245,25.01262828108482,121.54626706350372,268.3,-82.5,-8.9,4.9,20.1,10,False,False,False,61.0
2026-09-01 00:15:00,CELL_001,25.01105827737519,121.54828870288245,25.014510774040847,121.54238467211914,708.0,-95.1,-8.7,0.7,28.9,28,True,False,True,33.6
2026-09-01 00:15:00,CELL_001,25.01105827737519,121.54828870288245,25.01481289290445,121.5463513081397,460.9,-99.3,-3.9,3.9,6.7,5,False,False,False,53.7
2026-09-01 00:15:00,CELL_001,25.01105827737519,121.54828870288245,25.013396601498496,121.54684523087498,297.9,-81.1,-6.1,5.3,26.7,32,False,False,False,64.0
2026-09-01 00:15:00,CELL_001,25.01105827737519,121.54828870288245,25.00647077399615,121.54506740537514,604.6,-105.3,-3.0,7.0,10.7,9,False,False,False,77.6
2026-09-01 00:15:00,CELL_001,25.01105827737519,121.54828870288245,25.01495731543531,121.5427771863936,704.6,-97.2,-6.4,10.6,39.5,24,False,False,False,109.3
2026-09-01 00:15:00,CELL_001,25.01105827737519,121.54828870288245,25.0083503745298,121.55480817850116,722.7,-92.3,-3.8,8.1,16.1,16,False,False,False,87.0
2026-09-01 00:15:00,CELL_001,25.01105827737519,121.54828870288245,25.013037251577916,121.54870292690748,224.0,-89.8,-6.9,3.2,29.8,28,False,False,False,48.8
2026-09-01 00:15:00,CELL_001,25.01105827737519,121.54828870288245,25.014185980773888,121.54543420885402,451.3,-81.8,-6.9,6.6,11.1,17,False,False,False,74.3
2026-09-01 00:15:00,CELL_001,25.01105827737519,121.54828870288245,25.01618471926976,121.54799607898576,570.8,-93.9,-3.0,8.3,9.4,12,False,False,False,88.7
2026-09-01 00:15:00,CELL_001,25.01105827737519,121.54828870288245,25.00447003196209,121.54660599882406,751.9,-104.5,-4.9,-1.8,15.3,28,True,False,True,22.0
2026-09-01 00:15:00,CELL_001,25.01105827737519,121.54828870288245,25.014086408565863,121.54273815262388,652.8,-94.3,-3.8,8.6,13.9,19,False,False,False,91.3
2026-09-01 00:15:00,CELL_001,25.01105827737519,121.54828870288245,25.006797345540345,121.55188093988062,596.3,-89.3,-4.5,6.9,39.4,55,False,False,False,76.8
2026-09-01 00:15:00,CELL_001,25.01105827737519,121.54828870288245,25.00641109752164,121.5478175097607,518.9,-94.4,-5.0,3.9,8.3,13,False,False,False,53.7
2026-09-01 00:15:00,CELL_001,25.01105827737519,121.54828870288245,25.00919635722555,121.54373207070296,503.7,-92.2,-6.4,10.5,35.1,64,False,False,False,108.3
2026-09-01 00:15:00,CELL_001,25.01105827737519,121.54828870288245,25.01268037333561,121.55567226475016,765.6,-114.4,-3.0,-1.4,23.1,14,True,False,True,23.6
2026-09-01 00:15:00,CELL_001,25.01105827737519,121.54828870288245,25.012325421663625,121.54163368725548,685.2,-89.1,-6.7,5.0,32.9,53,False,False,False,61.7
2026-09-01 00:15:00,CELL_001,25.01105827737519,121.54828870288245,25.011701970790924,121.55069946579604,253.3,-70.8,-6.0,13.8,30.2,57,False,False,False,139.3
2026-09-01 00:15:00,CELL_001,25.01105827737519,121.54828870288245,25.009152904148443,121.55282077717854,503.4,-70.8,-9.9,16.6,37.7,69,False,False,False,166.4
2026-09-01 00:15:00,CELL_001,25.01105827737519,121.54828870288245,25.0126769186456,121.55342562702064,548.0,-92.1,-5.7,7.3,29.0,16,False,False,False,80.1
2026-09-01 00:15:00,CELL_001,25.01105827737519,121.54828870288245,25.01134155290478,121.5560539876472,783.1,-107.1,-3.3,-1.0,12.1,12,True,False,True,25.3
2026-09-01 00:15:00,CELL_001,25.01105827737519,121.54828870288245,25.00798159137138,121.54781612488068,345.4,-89.4,-5.7,4.2,38.6,33,False,False,False,55.8
2026-09-01 00:15:00,CELL_001,25.01105827737519,121.54828870288245,25.01495323362149,121.55187590818042,564.1,-93.8,-5.6,5.6,36.6,53,False,False,False,66.3
2026-09-01 00:15:00,CELL_001,25.01105827737519,121.54828870288245,25.01816581240073,121.54741617684658,795.2,-107.7,-3.0,4.5,24.4,27,False,False,False,58.0
2026-09-01 00:15:00,CELL_001,25.01105827737519,121.54828870288245,25.00613500944673,121.54339152962824,737.0,-101.5,-4.2,2.0,34.8,22,True,False,True,41.1
2026-09-01 00:15:00,CELL_001,25.01105827737519,121.54828870288245,25.010544312295654,121.54223636646198,612.6,-94.7,-4.7,5.6,32.0,17,False,False,False,66.3
2026-09-01 00:15:00,CELL_001,25.01105827737519,121.54828870288245,25.016136464988016,121.55359448386,777.6,-102.1,-4.1,-0.5,11.3,9,True,False,True,27.6
2026-09-01 00:20:00,CELL_001,25.01105827737519,121.54828870288245,25.00665149274956,121.54987347215848,515.4,-93.7,-3.7,10.0,23.6,37,False,False,False,103.8
2026-09-01 00:20:00,CELL_001,25.01105827737519,121.54828870288245,25.01294520149781,121.55162755347096,396.5,-92.9,-6.4,5.5,22.2,19,False,False,False,65.6
2026-09-01 00:20:00,CELL_001,25.01105827737519,121.54828870288245,25.005950465176312,121.54697039324434,583.3,-95.0,-5.2,6.6,21.9,38,False,False,False,74.3
2026-09-01 00:20:00,CELL_001,25.01105827737519,121.54828870288245,25.00831207556162,121.54721023460988,324.1,-92.0,-4.3,8.9,37.1,71,False,False,False,93.9
2026-09-01 00:20:00,CELL_001,25.01105827737519,121.54828870288245,25.007878967716515,121.54545518322206,454.4,-82.2,-7.7,10.7,39.6,28,False,False,False,110.2
2026-09-01 00:20:00,CELL_001,25.01105827737519,121.54828870288245,25.004970831144988,121.54962446063668,690.1,-92.7,-7.3,3.9,17.0,29,False,False,False,53.7
2026-09-01 00:20:00,CELL_001,25.01105827737519,121.54828870288245,25.006450936693223,121.5433489247158,714.3,-96.1,-3.0,5.3,20.3,18,False,False,False,64.0
2026-09-01 00:20:00,CELL_001,25.01105827737519,121.54828870288245,25.011404280866277,121.5482727849358,38.5,-55.5,-9.8,19.2,10.3,14,False,False,False,191.9
2026-09-01 00:20:00,CELL_001,25.01105827737519,121.54828870288245,25.006576104009035,121.5522294172118,637.3,-93.4,-7.0,9.1,28.1,41,False,False,False,95.7
2026-09-01 00:20:00,CELL_001,25.01105827737519,121.54828870288245,25.01577194373482,121.54660086508976,551.0,-101.7,-3.1,4.0,6.4,8,False,False,False,54.4
2026-09-01 00:20:00,CELL_001,25.01105827737519,121.54828870288245,25.014829682741045,121.54495405596138,537.4,-95.3,-3.9,9.6,17.8,28,False,False,False,100.2
2026-09-01 00:20:00,CELL_001,25.01105827737519,121.54828870288245,25.00682306141433,121.54637627960857,508.8,-86.9,-6.3,10.6,27.6,44,False,False,False,109.3
2026-09-01 00:20:00,CELL_001,25.01105827737519,121.54828870288245,25.00752410263348,121.55082747452924,468.9,-86.7,-6.0,10.2,27.9,44,False,False,False,105.6
2026-09-01 00:20:00,CELL_001,25.01105827737519,121.54828870288245,25.01058950299348,121.54927998885228,112.7,-61.2,-12.8,14.0,28.4,42,False,False,False,141.2
2026-09-01 00:20:00,CELL_001,25.01105827737519,121.54828870288245,25.01065031148375,121.5511135106856,288.2,-83.9,-6.4,10.1,12.1,23,False,False,False,104.7
2026-09-01 00:20:00,CELL_001,25.01105827737519,121.54828870288245,25.016832106987906,121.54634713607076,671.2,-108.9,-3.2,3.5,39.2,51,False,False,False,50.9
2026-09-01 00:20:00,CELL_001,25.01105827737519,121.54828870288245,25.00925996024497,121.5436689973786,506.7,-89.8,-6.0,10.0,20.5,15,False,False,False,103.8
2026-09-01 00:20:00,CELL_001,25.01105827737519,121.54828870288245,25.008138852570617,121.5548944851825,740.6,-90.2,-5.8,4.6,13.5,25,False,False,False,58.7
2026-09-01 00:20:00,CELL_001,25.01105827737519,121.54828870288245,25.01717088675999,121.54479158823852,765.6,-102.8,-5.9,1.9,31.7,20,True,False,True,40.5
2026-09-01 00:20:00,CELL_001,25.01105827737519,121.54828870288245,25.011357112461937,121.55365171305635,541.4,-91.0,-5.7,8.0,19.3,23,False,False,False,86.1
2026-09-01 00:20:00,CELL_001,25.01105827737519,121.54828870288245,25.01241783652444,121.5448840060078,374.9,-81.6,-7.4,6.7,32.9,23,False,False,False,75.2
2026-09-01 00:20:00,CELL_001,25.01105827737519,121.54828870288245,25.011466556690237,121.54536528975576,298.1,-90.7,-8.3,4.0,10.4,18,False,False,False,54.4
2026-09-01 00:20:00,CELL_001,25.01105827737519,121.54828870288245,25.007635401675937,121.5447565770059,521.1,-92.7,-5.2,5.6,32.7,28,False,False,False,66.3
2026-09-01 00:20:00,CELL_001,25.01105827737519,121.54828870288245,25.00755065196682,121.541886725931,753.9,-109.2,-3.0,-0.5,24.3,21,True,False,True,27.6
2026-09-01 00:20:00,CELL_001,25.01105827737519,121.54828870288245,25.00906701116769,121.54310746020084,567.1,-93.6,-3.6,10.5,30.5,20,False,False,False,108.3
2026-09-01 00:20:00,CELL_001,25.01105827737519,121.54828870288245,25.00711212472122,121.54937155811302,452.2,-85.1,-6.0,5.4,32.6,63,False,False,False,64.8
2026-09-01 00:20:00,CELL_001,25.01105827737519,121.54828870288245,25.01390346484198,121.5417484781327,731.0,-87.7,-4.1,7.0,22.2,18,False,False,False,77.6
2026-09-01 00:20:00,CELL_001,25.01105827737519,121.54828870288245,25.013040347888538,121.54621059822034,304.0,-77.8,-7.3,8.3,6.8,12,False,False,False,88.7
2026-09-01 00:20:00,CELL_001,25.01105827737519,121.54828870288245,25.01090709284299,121.54835926331958,18.3,-42.9,-13.5,28.8,10.9,5,False,False,False,287.1
2026-09-01 00:20:00,CELL_001,25.01105827737519,121.54828870288245,25.014023606828307,121.54167518841838,743.5,-100.4,-3.0,2.8,30.8,22,True,False,True,46.2
2026-09-01 00:25:00,CELL_001,25.01105827737519,121.54828870288245,25.01111178713613,121.54425381013574,406.6,-88.8,-3.6,0.4,12.7,18,True,False,True,32.0
2026-09-01 00:25:00,CELL_001,25.01105827737519,121.54828870288245,25.015641920640856,121.55297367921682,694.7,-94.4,-3.8,8.6,18.9,15,False,False,False,91.3
2026-09-01 00:25:00,CELL_001,25.01105827737519,121.54828870288245,25.01572632240413,121.55429773493172,797.5,-100.5,-4.3,3.3,39.1,75,False,False,False,49.5
2026-09-01 00:25:00,CELL_001,25.01105827737519,121.54828870288245,25.01163492633232,121.55171771487184,351.4,-88.8,-8.4,4.5,24.3,43,False,False,False,58.0
2026-09-01 00:25:00,CELL_001,25.01105827737519,121.54828870288245,25.009448069996136,121.5412709746982,729.5,-100.4,-6.2,-2.4,14.1,13,True,False,True,19.7
2026-09-01 00:25:00,CELL_001,25.01105827737519,121.54828870288245,25.01396327880689,121.5421517683637,697.7,-100.8,-3.8,4.5,16.0,17,False,False,False,58.0
2026-09-01 00:25:00,CELL_001,25.01105827737519,121.54828870288245,25.008651003412226,121.5429386817704,601.9,-90.5,-8.0,5.9,27.6,45,False,False,False,68.7
2026-09-01 00:25:00,CELL_001,25.01105827737519,121.54828870288245,25.00437880804279,121.54969684294548,756.2,-92.2,-4.5,12.0,25.5,19,False,False,False,122.2
2026-09-01 00:25:00,CELL_001,25.01105827737519,121.54828870288245,25.00969293292812,121.54511150199518,354.3,-79.4,-9.6,9.2,11.2,6,False,False,False,96.6
2026-09-01 00:25:00,CELL_001,25.01105827737519,121.54828870288245,25.00819694808809,121.5549553071283,743.3,-103.5,-3.0,3.2,26.4,18,False,False,False,48.8
2026-09-01 00:25:00,CELL_001,25.01105827737519,121.54828870288245,25.013553494937103,121.54596283846088,363.2,-96.2,-7.1,-0.6,26.7,29,True,False,True,27.1
2026-09-01 00:25:00,CELL_001,25.01105827737519,121.54828870288245,25.011236841365545,121.54094878544171,739.9,-88.9,-5.0,4.7,19.0,12,False,False,False,59.5
